1508,9,20191022,20200907,3950,19.0
1585,9,20190520,20200620,4900,17.0
1076,9,20200630,20210206,4300,19.0
834,9,20200428,20201228,2150,22.0
1397,9,20190612,20210208,4200,19.0
1187,9,20191009,20191226,4650,67.0
465,9,20190509,20200918,2900,22.0
1180,9,20190412,20190610,3000,69.0
1013,9,20181207,20191010,4750,17.0
649,9,20190823,20210730,3300,19.0
1427,9,20190212,20191019,2000,22.0
1125,9,20191124,20210127,2650,22.0
176,9,20180929,20190213,4350,44.0
877,9,20191007,20210519,2050,22.0
1113,9,20180927,20200324,4950,17.0
1336,9,20190119,20190619,3050,44.0
621,127,20181206,20191112,930,35.0
671,127,20200302,20210527,840,35.0
677,127,20200720,20201015,700,85.0
516,127,20200205,20200410,700,85.0
247,127,20180923,20201230,970,35.0
1951,127,20190310,20210609,980,35.0
750,127,20180924,20200622,930,35.0
1041,127,20190618,20210409,710,35.0
634,127,20200101,20200914,480,35.0
1613,127,20190905,20210721,380,35.0
434,127,20190222,20210203,850,35.0
1616,127,20200628,20210313,490,35.0
641,127,20200527,20210320,750,35.0
1176,127,20181011,20210821,580,35.0
804,127,20181102,20210802,300,35.0
106,127,20181023,20190812,470,35.0
188,127,20200531,20200629,780,85.0
1240,4,20191230,20200225,690,74.0
1394,4,20190519,20200801,380,24.0
1268,4,20200208,20200823,530,36.5
1646,4,20190207,20210103,740,24.0
867,4,20200112,20200114,1000,74.0
1186,4,20181106,20190204,720,74.0
163,4,20190529,20200108,840,24.0
759,4,20200404,20201211,1000,24.0
591,4,20190914,20191111,600,74.0
1318,4,20190623,20210408,850,24.0
1368,4,20200502,20210613,730,24.0
1986,4,20181014,20191113,470,24.0
1279,4,20190309,20190608,1000,74.0
965,4,20200305,20210128,940,24.0
352,4,20180922,20200806,620,24.0
249,4,20191230,20210116,540,24.0
1940,4,20190118,20191026,680,24.0
469,4,20181120,20190604,590,24.0
452,4,20181109,20190207,420,74.0
882,61,20200813,20201202,855,64.5
1379,61,20200208,20200819,840,39.5
200,61,20191123,20210823,1050,27.0
1705,61,20191016,20200913,885,27.0
258,61,20191205,20200604,1470,39.5
1144,61,20200609,20210323,660,27.0
606,61,20191031,20210106,1140,27.0
1158,61,20200421,20210530,465,27.0
1491,61,20200411,20210302,1410,27.0
298,61,20181111,20190518,1485,39.5
1228,61,20190517,20210620,1350,27.0
425,61,20200419,20210206,855,27.0
1406,61,20200423,20200811,1470,64.5
792,61,20200807,20210715,1155,27.0
341,61,20190223,20190820,1470,39.5
691,159,20181107,20190719,5000,19.0
1639,159,20191029,20210727,4050,22.0
1627,159,20190416,20201126,3100,24.0
1058,159,20200820,20200901,2850,74.0
1590,159,20200210,20210823,1600,27.0
718,159,20190427,20191123,4750,19.0
1400,159,20200409,20201207,3800,22.0
1729,159,20190103,20190330,3450,72.0
1746,159,20191004,20210605,1750,27.0
1393,159,20200205,20201021,4350,22.0
1461,159,20181201,20190624,4400,31.5
1685,159,20200719,20200813,1650,77.0
1500,159,20181125,20190409,4750,44.0
1659,159,20190811,20200806,3100,24.0
124,159,20190110,20210817,3250,24.0
772,159,20190204,20191017,1800,27.0
1939,159,20200417,20200719,3100,74.0
1903,159,20200713,20201115,3250,61.5
1332,166,20190103,20201207,2950,16.0
1257,166,20191011,20210617,2700,16.0
280,166,20180826,20190329,3950,14.0
837,166,20190521,20200410,3000,16.0
1248,166,20190108,20190327,3500,64.0
782,166,20200415,20210501,3350,14.0
179,166,20191124,20200215,3950,64.0
1438,166,20190602,20191022,4050,51.5
828,166,20190417,20190514,2350,66.0
493,166,20200629,20210815,3500,14.0
993,166,20200712,20200806,4550,61.0
797,166,20200119,20210305,3100,16.0
732,166,20181126,20190918,2650,16.0
237,166,20190626,20200402,2500,16.0
498,166,20200806,20210228,1800,31.5
1106,166,20191107,20200104,5000,61.0
1214,166,20200724,20210501,2300,16.0
250,97,20200416,20200807,1830,71.5
1535,97,20200117,20210204,2130,34.0
903,97,20200514,20210222,2160,34.0
982,97,20200528,20210423,1680,34.0
756,97,20181102,20210514,2880,31.0
1926,97,20181114,20210409,1050,34.0
545,97,20200722,20210808,2310,31.0
674,97,20190723,20200721,1920,34.0
1016,97,20180925,20190821,2190,34.0
615,97,20190315,20190607,2940,81.0
1555,97,20200524,20210618,1830,34.0
1250,97,20190805,20201007,2640,31.0
1786,97,20190130,20190831,1110,34.0
334,97,20190702,20200420,2100,34.0
1873,97,20190420,20200724,2760,31.0
575,97,20191027,20201201,1530,34.0
1887,97,20200106,20210713,1440,34.0
1267,97,20190901,20191111,1980,84.0
1395,97,20200604,20210427,2370,31.0
1290,97,20190327,20200306,2100,34.0
486,97,20200418,20200820,2160,71.5
1254,97,20181226,20210710,2550,31.0
1340,155,20200516,20200905,2220,60.5
1191,155,20190614,20210207,2580,23.0
841,155,20190427,20190828,2040,63.5
937,155,20200201,20200915,1620,26.0
688,155,20200403,20200730,1230,76.0
326,155,20191208,20201129,1170,26.0
588,155,20190423,20210513,2730,23.0
1005,155,20200409,20200514,3000,73.0
994,155,20181120,20181230,1260,76.0
1138,155,20190808,20201106,2310,23.0
244,155,20200317,20210515,2280,23.0
1863,155,20181228,20190726,1110,26.0
635,155,20181010,20190826,2460,23.0
272,155,20190227,20190819,2880,35.5
118,155,20200114,20210317,1560,26.0
1604,155,20200805,20210708,1830,26.0
1783,155,20200222,20210811,2490,23.0
438,155,20200512,20200817,1950,76.0
596,155,20180902,20190704,1200,26.0
905,155,20200805,20210202,2280,35.5
1184,155,20190624,20210104,1320,26.0
365,155,20191027,20200717,2880,23.0
1473,155,20190626,20191218,2220,35.5
1811,155,20181219,20190831,2310,23.0
612,155,20190505,20210608,2100,23.0
1597,32,20200315,20200319,1840,87.0
975,32,20200803,20201018,3720,84.0
1703,32,20190208,20210108,1280,37.0
1741,32,20200310,20200527,3720,84.0
181,32,20191202,20201115,1320,37.0
468,32,20190707,20201209,2320,37.0
896,32,20190611,20210820,1280,37.0
1215,32,20190113,20190910,1600,37.0
1731,32,20190903,20191022,3520,84.0
399,32,20190109,20190408,3680,84.0
1761,32,20190201,20190919,1680,37.0
1472,32,20181221,20210516,1760,37.0
1817,32,20190630,20210101,1760,37.0
1262,3,20181028,20191002,2920,37.0
1793,3,20181220,20200222,2680,37.0
1122,3,20200130,20210504,3640,34.0
446,3,20190607,20210423,1960,37.0
455,3,20191228,20210715,1560,37.0
1804,3,20190306,20210416,1880,37.0
1983,3,20180909,20201015,3240,34.0
291,3,20181223,20210611,3720,34.0
170,3,20190822,20200824,1920,37.0
595,3,20200306,20210617,3840,34.0
1636,3,20181012,20201016,3760,34.0
1372,3,20200121,20200723,3760,46.5
1996,3,20200309,20210809,1680,37.0
520,3,20190605,20191113,3800,59.0
662,3,20181219,20200103,3360,34.0
1517,3,20200416,20210329,1480,37.0
1958,3,20200430,20210614,1440,37.0
119,3,20191128,20200504,2480,49.5
377,3,20180929,20210105,1560,37.0
1002,3,20200218,20200711,2560,62.0
142,3,20200104,20201229,1560,37.0
1502,3,20191005,20210628,1960,37.0
1955,3,20200317,20210426,1560,37.0
1711,3,20200712,20210412,3200,34.0
1776,3,20181003,20210311,1200,37.0
655,71,20190517,20190913,2000,66.5
1156,71,20200309,20210225,1960,29.0
557,71,20181005,20190331,3240,52.0
623,71,20200105,20200210,1320,82.0
1531,71,20191001,20200629,3360,24.0
1477,71,20181225,20200604,2200,29.0
1289,71,20181122,20200425,2960,27.0
1133,71,20200123,20201104,2440,29.0
673,71,20181231,20190729,3080,27.0
1571,71,20190118,20210806,2560,27.0
1599,71,20191013,20191210,2640,77.0
972,71,20180903,20210705,3880,24.0
800,71,20180913,20190524,1720,29.0
1222,71,20180829,20210410,2760,27.0
350,71,20190908,20201130,2960,27.0
1161,71,20200717,20210611,1280,32.0
873,71,20190128,20210808,2800,27.0
1784,71,20190506,20210228,1440,32.0
1830,71,20200313,20201017,3520,24.0
810,71,20200722,20210207,2160,29.0
286,71,20200726,20210618,1360,32.0
1968,71,20190330,20210503,2200,29.0
769,71,20200619,20200731,3160,77.0
239,71,20181003,20210207,1280,32.0
709,71,20181030,20190404,2160,41.5
1889,71,20180912,20201220,2280,29.0
788,179,20190331,20191207,2150,24.0
1052,179,20200126,20210807,2850,21.0
650,179,20190326,20201019,2850,21.0
1773,179,20200213,20200602,4500,53.5
1550,179,20191127,20200216,2650,71.0
849,179,20200223,20210724,2750,21.0
734,179,20190108,20210810,1750,24.0
1878,179,20200425,20210609,2050,24.0
1030,179,20180909,20180911,3950,69.0
402,179,20190429,20200822,4900,16.0
1026,179,20200421,20210809,2450,21.0
986,179,20191005,20200918,1850,24.0
1709,179,20181218,20210803,2450,21.0
1529,179,20190728,20191122,2350,58.5
1468,179,20191011,20210226,2500,21.0
1430,179,20190923,20210618,3850,19.0
1767,179,20191001,20191023,3600,69.0
692,179,20180909,20190609,1950,24.0
1809,179,20191222,20200311,4150,69.0
1619,65,20200128,20200407,1005,72.0
1836,65,20190207,20200307,765,22.0
607,65,20190315,20200124,1440,22.0
338,65,20190401,20210818,1200,22.0
1381,65,20181212,20201118,720,22.0
368,65,20190103,20200519,1425,22.0
332,65,20190804,20210103,915,22.0
214,65,20190205,20200124,855,22.0
775,148,20191227,20200514,730,62.0
1146,148,20200105,20210302,510,37.0
238,148,20180904,20181223,580,87.0
1512,148,20180825,20200218,780,37.0
1663,148,20191008,20200121,510,87.0
1524,148,20190110,20200311,420,37.0
162,148,20190726,20210214,700,37.0
779,148,20190207,20191119,880,37.0
1694,148,20200706,20201121,590,74.5
1199,148,20190129,20200330,860,37.0
1698,148,20200123,20200727,510,49.5
400,148,20191024,20200912,700,37.0
1501,148,20190925,20200708,470,37.0
758,148,20200101,20200918,830,37.0
439,148,20200430,20210428,530,37.0
157,148,20190922,20200528,690,37.0
1498,148,20190215,20190714,920,62.0
1467,148,20191018,20210323,650,37.0
279,148,20181020,20181204,800,87.0
1358,148,20190815,20210816,410,37.0
1877,147,20181112,20210122,3680,29.0
1417,147,20200216,20210513,3880,29.0
141,147,20190224,20200923,1280,34.0
1772,147,20200805,20210130,2080,56.0
1064,147,20191101,20200909,1560,34.0
1363,147,20181026,20190711,3920,29.0
1857,147,20190102,20200521,1760,34.0
1036,147,20200706,20200915,2480,81.0
1209,147,20200505,20200722,3200,79.0
1302,147,20190501,20190922,3680,66.5
190,147,20191106,20200815,1960,34.0
1541,147,20200701,20210531,1720,34.0
953,147,20191217,20200916,3560,29.0
1179,147,20190324,20210429,2560,31.0
940,147,20200124,20210310,2320,31.0
918,147,20191110,20201214,2800,31.0
1683,147,20190205,20190507,2480,81.0
269,147,20190727,20200322,1360,34.0
959,147,20180923,20190726,2360,31.0
194,87,20180904,20210414,1305,27.0
159,87,20200603,20210204,765,27.0
1263,87,20200426,20210428,1410,27.0
888,87,20190628,20190914,1365,77.0
1689,87,20190506,20200107,630,27.0
147,87,20181203,20210613,855,27.0
1112,87,20190113,20201128,1095,27.0
1355,87,20190530,20210723,675,27.0
1357,87,20191116,20201205,1215,27.0
1066,87,20190121,20200319,1350,27.0
1929,87,20181107,20200203,780,27.0
189,87,20200205,20210305,630,27.0
201,87,20200307,20210202,720,27.0
1934,87,20190920,20201106,1230,27.0
1738,87,20181130,20200119,1020,27.0
1516,87,20200620,20210210,1080,27.0
1207,87,20191003,20200725,600,27.0
1790,87,20200808,20210502,1080,27.0
302,87,20181104,20210130,1245,27.0
1676,87,20181018,20200305,450,27.0
1936,87,20190517,20200116,930,27.0
519,87,20181218,20190329,1035,77.0
900,40,20191116,20201002,1550,32.0
155,40,20190922,20210207,4450,27.0
913,40,20190703,20200406,4300,27.0
1706,40,20200817,20201215,3700,66.5
932,40,20190620,20190816,4050,77.0
815,40,20191012,20210704,4050,27.0
626,40,20200118,20200127,4400,77.0
1674,40,20190710,20200404,2400,32.0
1911,40,20181007,20190218,2150,69.5
1237,40,20191222,20210715,3250,29.0
864,40,20190305,20190323,3050,79.0
1533,40,20200525,20200627,4450,77.0
161,40,20191129,20200412,2450,57.0
236,40,20200622,20210710,3450,29.0
902,40,20200422,20210323,4250,27.0
1210,40,20190911,20210621,4700,27.0
892,107,20190330,20200127,2240,24.0
1670,107,20190102,20191110,2760,22.0
1912,107,20200706,20200921,3120,72.0
1174,107,20190218,20200129,1600,27.0
1235,107,20191119,20210406,1200,27.0
501,107,20200306,20200909,3080,34.5
1071,107,20181002,20210420,3360,22.0
1650,107,20200424,20200922,2040,49.0
278,107,20200327,20210419,2000,24.0
1499,107,20190804,20210704,1480,27.0
371,107,20200519,20210329,3400,22.0
1700,107,20200217,20201013,2920,22.0
703,107,20190819,20210728,2240,24.0
1948,107,20181107,20190914,1280,27.0
108,107,20200626,20210726,1680,27.0
271,107,20200511,20200607,1520,77.0
1869,19,20190519,20191106,3950,33.5
1293,19,20190113,20190615,3350,46.0
1108,19,20190320,20191105,4450,19.0
1824,19,20200506,20200509,1800,74.0
1303,19,20190206,20200108,2950,24.0
696,19,20181004,20191113,3350,21.0
1337,19,20181103,20191106,3200,21.0
213,19,20190331,20200803,3650,21.0
261,19,20181207,20200113,3000,21.0
1932,19,20200426,20200726,3350,71.0
1486,19,20190406,20190621,4700,69.0
1449,19,20200213,20210428,2550,24.0
123,19,20190812,20190910,2550,74.0
1022,19,20200416,20200711,1700,74.0
1720,19,20190322,20191121,4650,19.0
644,19,20190206,20200617,4100,21.0
665,19,20190505,20200413,3300,21.0
366,19,20190502,20210101,3800,21.0
601,19,20200622,20210314,2750,24.0
1420,19,20190214,20201114,4550,19.0
1488,19,20200210,20200621,4100,58.5
351,19,20190211,20190302,4100,71.0
1901,163,20200421,20210603,3750,29.0
1591,163,20200702,20200801,1500,84.0
979,163,20200305,20200711,4300,66.5
1266,163,20190111,20200915,3800,29.0
1696,163,20190620,20200301,1800,34.0
1211,163,20180916,20190726,4450,26.0
957,163,20190615,20200701,2950,31.0
761,163,20200710,20210203,2600,31.0
308,163,20200404,20200425,4850,76.0
1272,163,20181013,20210824,2150,34.0
1994,163,20181218,20210130,4050,29.0
1586,163,20190521,20210210,4150,29.0
229,163,20200502,20210620,2950,31.0
444,163,20190801,20210408,2550,31.0
966,163,20190910,20210628,1600,34.0
890,163,20200411,20210127,4450,26.0
1448,163,20180829,20200110,3000,31.0
1432,163,20191015,20201023,2850,31.0
331,163,20190730,20210111,1700,34.0
148,62,20190315,20200609,960,32.0
680,62,20190203,20200707,1560,32.0
427,62,20180916,20210822,1740,29.0
1435,62,20190516,20210124,800,32.0
541,62,20180827,20210428,1860,29.0
1751,62,20181018,20190414,1680,41.5
1327,62,20190404,20210711,1080,32.0
844,62,20190415,20210103,1560,32.0
812,62,20200801,20201112,1800,79.0
582,62,20200314,20210412,920,32.0
196,62,20191022,20200524,1620,32.0
1167,62,20200601,20210809,1380,32.0
199,62,20180926,20200131,900,32.0
1617,62,20200127,20201103,1260,32.0
577,14,20200731,20201016,500,84.0
1584,14,20181220,20190923,970,34.0
850,14,20191231,20210317,380,34.0
381,14,20200818,20210204,670,46.5
1662,14,20191031,20200730,930,34.0
777,14,20190303,20200322,650,34.0
723,14,20200113,20200711,980,46.5
453,14,20180907,20210502,830,34.0
1907,14,20190515,20190926,800,71.5
1914,14,20200228,20210523,870,34.0
1681,14,20200710,20201020,620,84.0
1693,14,20190916,20210311,530,34.0
770,14,20190207,20210323,910,34.0
748,14,20200712,20210422,590,34.0
1657,14,20200606,20210701,510,34.0
618,14,20191216,20210524,710,34.0
535,14,20180829,20200308,900,34.0
1843,14,20191117,20210307,950,34.0
1941,1,20200131,20200402,525,79.0
593,1,20190723,20200102,1230,41.5
587,1,20200111,20200325,1155,79.0
1910,1,20190916,20200211,1455,54.0
1173,1,20181104,20190923,885,29.0
1923,1,20200726,20210209,480,29.0
1273,1,20180825,20200531,1140,29.0
1218,1,20190818,20200819,1260,29.0
120,1,20190331,20190723,570,66.5
1274,1,20190214,20190610,465,66.5
1175,1,20191020,20191021,450,79.0
1593,1,20200805,20210424,450,29.0
1300,1,20190807,20200201,900,41.5
203,1,20190811,20200924,1065,29.0
737,1,20181006,20200608,495,29.0
1758,1,20190417,20200713,1425,29.0
1821,1,20190528,20200329,750,29.0
633,1,20200806,20201215,630,66.5
1718,1,20191217,20201112,1080,29.0
391,1,20190909,20201212,1365,29.0
719,1,20191009,20191213,705,79.0
1791,1,20200518,20210314,525,29.0
960,1,20200418,20200612,735,79.0
284,1,20200323,20200916,660,41.5
336,1,20181107,20210125,885,29.0
356,1,20190515,20190718,540,79.0
1684,137,20191209,20210427,530,29.0
738,137,20200817,20210208,570,41.5
1433,137,20190429,20210105,770,29.0
318,137,20190708,20191212,560,54.0
1637,137,20190515,20200228,500,29.0
1673,137,20190701,20201125,900,29.0
1756,137,20191118,20200324,590,66.5
1008,137,20181027,20200807,580,29.0
449,137,20200823,20210413,840,29.0
911,137,20190702,20190827,810,79.0
1631,137,20200630,20201122,670,54.0
1528,137,20181007,20191207,340,29.0
1785,137,20191118,20191218,660,79.0
1344,137,20190612,20191001,760,66.5
1391,137,20191127,20210805,540,29.0
862,137,20181013,20210308,300,29.0
154,137,20181128,20210401,740,29.0
1070,137,20190123,20210604,330,29.0
1086,137,20190314,20190730,760,66.5
1317,137,20181204,20210703,650,29.0
216,92,20181106,20190612,2220,24.0
681,92,20200327,20200627,1080,74.0
1329,92,20190617,20200119,2370,21.0
1089,92,20200715,20200726,1320,74.0
712,92,20190727,20201010,2010,24.0
962,92,20190629,20210412,1890,24.0
1309,92,20200809,20210212,2730,33.5
1305,92,20190509,20190603,2040,74.0
1304,92,20190301,20190424,2040,74.0
949,92,20190714,20210518,2910,21.0
285,92,20200713,20210708,2940,21.0
1699,92,20190503,20200823,3000,21.0
1485,92,20200208,20210626,2790,21.0
481,92,20190526,20210603,2280,21.0
1749,92,20181228,20190316,1620,74.0
1054,92,20190609,20191206,2400,33.5
1003,92,20190727,20201118,2280,21.0
1371,92,20181128,20190819,1830,24.0
409,92,20200319,20210221,1800,24.0
1051,92,20181010,20210706,2490,21.0
1101,180,20200122,20210528,2800,21.0
565,180,20200615,20210514,1900,24.0
1665,180,20191202,20210111,2550,21.0
701,180,20191004,20200913,1550,24.0
1245,180,20190523,20191207,4850,16.0
473,180,20190310,20200507,2150,24.0
1297,180,20190209,20210712,3450,19.0
485,180,20190607,20200305,2000,24.0
1538,180,20200315,20200617,3000,71.0
1126,180,20191015,20200624,1850,24.0
598,180,20200804,20210211,3400,31.5
724,180,20200526,20210203,2100,24.0
1540,180,20191222,20200509,3500,44.0
947,2,20181114,20190214,3250,79.0
697,2,20181215,20200528,4950,27.0
1137,2,20190913,20200229,2000,57.0
1068,2,20200428,20210714,1500,32.0
908,2,20190105,20190905,4700,27.0
1091,2,20190617,20200521,4550,27.0
1049,2,20200201,20200501,4450,77.0
1622,2,20190417,20201205,3850,29.0
274,2,20190218,20200312,2700,32.0
1296,2,20200303,20200328,3000,79.0
1236,2,20200428,20210512,4350,29.0
472,2,20200602,20210715,4800,27.0
1192,2,20191222,20200625,4300,41.5
309,2,20200313,20200929,4400,41.5
1850,2,20200422,20210731,1950,32.0
1190,2,20181005,20200528,3500,29.0
1788,2,20200223,20201119,1750,32.0
1987,2,20190126,20210617,4400,29.0
389,2,20190205,20190521,2800,82.0
335,2,20190907,20210112,2050,32.0
1546,2,20190630,20210116,4500,27.0
1855,125,20181114,20210628,880,30.0
1856,125,20200516,20210817,1000,30.0
218,125,20190408,20191010,1880,39.5
268,125,20190315,20201119,1460,30.0
875,125,20191026,20200310,780,55.0
1526,125,20190107,20210131,1880,27.0
1701,125,20190628,20210423,1480,30.0
471,125,20200203,20210220,920,30.0
1464,125,20190624,20210628,1000,30.0
1048,125,20200621,20210314,960,30.0
717,125,20200108,20210321,1920,27.0
1747,125,20191201,20210614,1680,30.0
1866,125,20200329,20201013,1060,30.0
836,125,20200204,20210411,660,30.0
114,125,20190327,20210530,1020,30.0
562,125,20191226,20200401,780,67.5
1984,125,20190423,20200723,1220,30.0
330,125,20200524,20210725,1540,30.0
1966,125,20190517,20201031,1460,30.0
581,125,20200407,20201009,720,42.5
301,125,20190724,20200525,1200,30.0
952,125,20200421,20201101,760,30.0
803,125,20200205,20201120,1160,30.0
564,125,20190111,20210520,1540,30.0
1447,60,20181103,20210425,2220,26.0
252,60,20180829,20200111,1740,26.0
429,60,20200316,20210418,900,29.0
730,60,20200205,20210217,960,29.0
1675,60,20181018,20210406,2310,26.0
983,60,20200813,20210510,2460,26.0
1624,60,20180825,20181123,2850,74.0
1640,60,20191203,20200127,1860,76.0
928,60,20181120,20200429,1650,29.0
1666,60,20200609,20210614,2850,24.0
393,60,20200313,20200816,2130,51.0
951,60,20180909,20190610,2460,26.0
1001,60,20190222,20200630,2670,24.0
1672,60,20200621,20210809,1920,26.0
430,60,20200206,20201030,1980,26.0
1651,60,20200803,20210322,2280,26.0
1271,60,20190212,20201108,1080,29.0
103,60,20181020,20190524,2310,26.0
1139,60,20181024,20181111,2940,74.0
1224,60,20200623,20210512,1830,26.0
1239,60,20200422,20201103,2190,26.0
164,60,20200524,20210704,1860,26.0
767,60,20190115,20190316,2010,76.0
858,60,20181204,20210215,2940,24.0
178,60,20200306,20210407,2760,24.0
1320,60,20200214,20200723,1290,54.0
346,60,20191012,20210129,1050,29.0
447,60,20181023,20190719,1110,29.0
212,60,20200515,20210726,2250,26.0
220,60,20200324,20200730,2760,61.5
153,38,20190723,20210402,3450,26.0
129,38,20190520,20210227,3500,26.0
698,38,20190503,20201227,3850,26.0
127,38,20190927,20191101,4500,74.0
1963,38,20200702,20210106,4300,36.5
835,38,20200806,20210618,2850,26.0
689,38,20200617,20210414,4950,24.0
146,38,20200701,20200717,3950,74.0
1797,38,20200202,20210203,2800,26.0
1056,38,20191222,20200522,1500,54.0
299,38,20181027,20190205,3400,63.5
1820,38,20190128,20191030,2550,29.0
1734,38,20191231,20200813,4400,24.0
1366,38,20200802,20201107,2450,79.0
1679,38,20190901,20200718,3150,26.0
668,38,20191011,20200515,1550,29.0
172,38,20200113,20200219,4250,74.0
721,101,20190826,20210314,840,29.0
257,101,20200720,20201002,620,79.0
1748,101,20190714,20200612,1580,29.0
1708,101,20181015,20210419,1540,29.0
143,101,20200205,20200826,760,41.5
1716,101,20190319,20210125,1080,29.0
861,101,20181008,20190125,600,79.0
880,101,20190709,20191209,740,54.0
585,101,20200315,20210524,640,29.0
1463,101,20190804,20200501,800,29.0
460,101,20200706,20200805,620,79.0
1202,101,20190214,20190521,740,79.0
1549,101,20200623,20210317,1160,29.0
1149,101,20200227,20201225,1260,29.0
1150,101,20190923,20200527,1100,29.0
363,101,20190708,20191001,640,79.0
1152,101,20191128,20210314,1660,29.0
359,101,20190817,20210804,1460,29.0
1482,101,20190127,20190208,1980,76.0
1594,101,20181119,20210304,2000,26.0
1019,67,20200505,20200707,620,75.0
1330,67,20181108,20200324,950,25.0
490,67,20190510,20210426,920,25.0
1795,67,20200704,20210627,590,25.0
1503,67,20190829,20210303,960,25.0
403,67,20200604,20210711,660,25.0
264,67,20200521,20200531,880,75.0
1707,67,20191128,20200816,830,25.0
1426,67,20190917,20200703,300,25.0
1385,67,20180827,20200413,710,25.0
1306,67,20190209,20201207,950,25.0
1295,67,20200724,20210210,510,25.0
1573,67,20191214,20210614,620,25.0
1285,67,20190108,20191216,680,25.0
1575,67,20200113,20200531,390,62.5
729,67,20180930,20210529,480,25.0
1904,67,20200129,20200824,600,25.0
1111,67,20181215,20210821,790,25.0
304,67,20191012,20200704,880,25.0
1259,67,20191121,20210610,670,25.0
1769,196,20190513,20190801,780,74.0
569,196,20190414,20201016,580,24.0
1437,196,20200120,20210206,390,24.0
1995,196,20200210,20200316,640,74.0
833,196,20190228,20200410,300,24.0
175,196,20190724,20210217,940,24.0
555,196,20190711,20190916,920,74.0
840,196,20190304,20200714,430,24.0
852,196,20190218,20200426,680,24.0
1323,196,20200405,20210817,360,24.0
1827,196,20191116,20200115,750,74.0
866,196,20200806,20210312,330,24.0
1142,196,20190417,20210501,470,24.0
1383,196,20200803,20210814,630,24.0
1401,196,20180919,20200316,470,24.0
398,196,20200606,20210804,600,24.0
654,196,20190330,20191123,580,24.0
675,196,20180922,20200525,360,24.0
360,196,20200623,20210320,500,24.0
